Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;8464VK;1;1.266.500;Stal Fan De Kadyk;Kadijk 14;Sintjohannesga;1142393;;;;;
2024;8468ME;1;8.800;;;;;;;;;
2024;8471ZD;1;219.900;;;;;;;;;
2024;8472AS;1;108.000;;;;;;;;;
2024;8474EA;1;385.980;;;;;;;;;
2024;8474EB;1;621.620;;;;;;;;;
2024;8477AG;1;40.000;;;;;;;;;
2024;8479HJ;2;802.440;Roos Stables;Pieter Stuyvesantweg 97;Oldetrijne;1158774;;;;;
2024;8494MZ;2;849.440;B De Boer;Birstum 7;Nes;1176259;;;;;
2024;8495NG;1;300.000;Henswoude Dekstation En Exportstal;Prikwei 15;Aldeboarn;1173751;;;;;
2024;8501ZC;1;33.580;;;;;;;;;
2024;8501ZE;1;338.500;;;;;;;;;
2024;8501ZJ;1;110.500;Stoeterij Bommelsteyn Bv;Polderboskdyk 13 a;Joure;1015117;;;;;
2024;8506BA;1;146.300;;;;;;;;;
2024;8510;1;280.720;;;;;;;;;
2024;8512AA;1;19.000;;;;;;;;;
2024;8513CH;1;215.100;;;;;;;;;
2024;8522ML;1;146.600;W Wester;Strjitwei 12;Tjerkgaast;63287439;;;;;
2024;8522MV;1;66.000;Stal Breimer;Gaestdyk 4;Tjerkgaast;1118898;;;;;
2024;8526DV;1;33.000;;;;;;;;;
2024;8529MJ;1;64.400;;;;;;;;;
2024;8532BS;1;25.000;;;;;;;;;
2024;8538RH;1;66.100;;;;;;;;;
2024;8565GP;1;64.260;T Schraa;Noorderreed 12;Sondel;61368199;;;;;
2024;8566JE;1;30.000;;;;;;;;;
2024;8567HA;1;106.840;;;;;;;;;
2024;8567LL;1;425.260;Opfokstal Beuckens Oudemirdum;Huningspaed 21;Oudemirdum;51096463;;;;;
2024;8571RL;1;393.040;Stal Geertsma Vof;Harichsterdyk 4;Harich;1167550;;;;;
2024;8584VA;1;89.000;;;;;;;;;
2024;8584VS;1;50.610;;;;;;;;;
2024;8608JL;1;30.320;;;;;;;;;
2024;8617LA;1;581.000;Stoeterij Koopmans Vof;Rige 2;Abbega;61838845;;;;;
2024;8626GA;1;9.750;;;;;;;;;
2024;8627SH;1;25.000;;;;;;;;;
2024;8629RM;1;102.900;;;;;;;;;
2024;8633WR;1;87.400;;;;;;;;;
2024;8636VX;1;239.300;;;;;;;;;
2024;8642WG;1;19.100;;;;;;;;;
2024;8658LL;1;28.940;;;;;;;;;
2024;8700;1;19.700;;;;;;;;;
2024;8721GE;1;20.000;Maatschap J En B Westhof;Boppelâns 23;Warns;62660152;;;;;
2024;8723BX;1;24.000;Maatschap A En J Heida;Poel 1;Koudum;1150086;;;;;
2024;8723EK;1;95.300;Stal De Heamar;Haanmeer 2;Koudum;71761993;;;;;
2024;8723LZ;2;118.250;;;;;;;;;
2024;8730;1;32.960;;;;;;;;;
2024;8741KE;1;558.600;;;;;;;;;
2024;8748CW;1;25.680;;;;;;;;;
2024;8750;1;21.600;;;;;;;;;
2024;8753JA;1;154.300;;;;;;;;;
2024;8763MD;1;1.232.940;;;;;;;;;
2024;8765LH;1;49.700;;;;;;;;;
2024;8772KL;1;384.800;;;;;;;;;
2024;8802PH;1;45.000;Paardenhouderij Jj Hettinga;War 6;Franeker;1118856;;;;;
2024;8804RJ;1;44.180;;;;;;;;;
2024;8806KR;1;79.200;;;;;;;;;
2024;8820;1;202.520;;;;;;;;;
2024;8821LW;1;706.480;;;;;;;;;
2024;8822WD;1;28.120;;;;;;;;;
2024;8832KD;1;44.100;;;;;;;;;
2024;8843KD;1;35.360;;;;;;;;;
2024;8851RE;1;100.000;Maatschap Lootsma;Kammingadammen 2;Tzummarum;1172604;;;;;
2024;8851RH;1;8.000;;;;;;;;;
2024;8862BM;1;907.100;Van Der Meer Horsea Bv;Ludingaweg 36;Harlingen;53126114;;;;;
2024;8862CE;1;185.350;J Van Der Pol;Herbaijumerweg 6;Harlingen;1170610;;;;;
2024;8899BV;1;44.000;;;;;;;;;
2024;9000;1;8.100;;;;;;;;;
2024;9005XK;1;813.520;;;;;;;;;
2024;9009XD;1;33.280;;;;;;;;;
2024;9011WJ;1;5.980;;;;;;;;;
2024;9023AP;1;470.100;;;;;;;;;
2024;9025BR;1;3.729.430;Sws Beers;Bearsterdyk 14;Bears;1068774;;;;;
2024;9034VB;1;283.160;;;;;;;;;
2024;9035VK;1;148.480;;;;;;;;;
2024;9036LP;1;336.100;;;;;;;;;
2024;9041VL;1;52.380;;;;;;;;;
2024;9057LH;1;1.337.200;Seldsum Equine Fertility;Piter Rindertsreedsje 16;Jelsum;52258572;;;;;
2024;9074AA;1;14.200;;;;;;;;;
2024;9074TG;1;930.000;Maatschap Jw Pw En F Bouma;Noorderleeg 5;Hallum;1176711;;;;;
2024;9074TJ;1;217.000;;;;;;;;;
2024;9077SW;1;500.600;;;;;;;;;
2024;9077TX;2;766.230;;;;;;;;;
2024;9079LH;1;514.500;Stal Hermes;Westeinde 43;St.-Jacobiparochie;1043403;;;;;
2024;9079PB;1;39.130;;;;;;;;;
2024;9079PE;1;77.540;;;;;;;;;
2024;9100;1;52.020;;;;;;;;;
2024;9105KJ;1;60.000;Mts G En Hg Epema;Galgeheech 9;Rinsumageast;63300303;;;;;
2024;9108NA;1;118.700;;;;;;;;;
2024;9111GK;1;91.900;;;;;;;;;
2024;9112;1;203.800;;;;;;;;;
2024;9113AV;1;7.505.468;;;;;;;;;
2024;9150;1;97.500;;;;;;;;;
2024;9160;1;116.060;;;;;;;;;
2024;9170;1;740.000;;;;;;;;;
2024;9171AL;1;278.000;De Gouden Hoep;AEbingaloane 6;Blije;55104789;;;;;
2024;9205BZ;1;896.300;4 Horses Bv Io;Oprijlaan 1;Drachten;75831376;;;;;
2024;9212VB;1;20.000;;;;;;;;;
2024;9215VP;1;962.000;Maatschap Talen;De Flearbosk 8;De Veenhoop;78042429;;;;;
2024;9216XH;1;164.000;;;;;;;;;
2024;9216XM;1;100.000;;;;;;;;;
2024;9222NT;1;146.040;;;;;;;;;
2024;9223LR;1;312.900;;;;;;;;;
2024;9241GA;1;35.000;T Schaap;Merkebuorren 13;Wijnjewoude;1174941;;;;;
2024;9241HM;1;32.240;Stal Ten Hove;Tjalling Harkeswei 89;Wijnjewoude;57429235;;;;;
2024;9241WB;1;306.260;Ritsma Show Horse;Nije Heawei 7;Wijnjewoude;61167975;;;;;
2024;9241WJ;1;407.600;;;;;;;;;
2024;9243SK;1;531.500;H De Vries;Mjûmster Wei 39;Bakkeveen;1159764;;;;;
2024;9244GC;1;28.080;;;;;;;;;
2024;9247TT;1;276.940;;;;;;;;;
2024;9247WL;1;836.000;Horses2Connect;Bûtewei 20;Ureterp;1165382;;;;;
2024;9248WR;1;1.052.870;;;;;;;;;
2024;9258CV;1;734.200;;;;;;;;;
2024;9261XL;1;53.300;Hengstenstation It Heechsan;Boerestreek 4;Eastermar;1092044;;;;;
2024;9261XV;1;71.000;Stal Yn It Span;Robyntsjewei 15;Eastermar;1164317;;;;;
2024;9270;1;47.200;;;;;;;;;
2024;9271VG;1;137.300;Maatschap A F P En W Kamminga;Miedloane 20;De Westereen;1172741;;;;;
2024;9281LA;1;66.330;;;;;;;;;
2024;9285XK;1;50.000;Entrainement Smeding;Oost 29;Buitenpost;55861970;;;;;
2024;9289HC;1;157.950;Paardenhouderij R Tel En Mr Dr J Bos;Tillewei 32 A;Drogeham;68195699;;;;;
2024;9289HH;1;20.000;Hj Stables Paardenfok En Pensionstal;de Droegehamster Feart 3;Drogeham;75283336;;;;;
2024;9289XL;1;71.300;Stal Henstra;Jan Gerkeswei 12;Drogeham;1078763;;;;;
2024;9296VB;1;150.000;;;;;;;;;
2024;9301ZD;1;303.860;;;;;;;;;
2024;9307PB;1;178.160;;;;;;;;;
2024;9321XN;1;72.000;Stal Hartlief;Lieverseweg 32;Peize;74424300;;;;;
2024;9354AC;1;216.300;;;;;;;;;
2024;9354TD;1;15.300;;;;;;;;;
2024;9354VH;1;77.500;;;;;;;;;
2024;9354XM;1;695.440;;;;;;;;;
2024;9355TE;1;112.860;;;;;;;;;
2024;9356AV;1;957.300;;;;;;;;;
2024;9356VA;2;221.880;Roosterhuis;De Holm 7;Tolbert;61331783;;;;;
2024;9363AG;1;584.800;;;;;;;;;
2024;9363VC;2;279.800;Stal Haarsterweide;Haarsterweg 51;Marum;51143666;;;;;
2024;9363VE;1;227.000;;;;;;;;;
2024;9363VK;1;181.900;;;;;;;;;
2024;9364PG;1;539.160;;;;;;;;;
2024;9364PR;1;336.200;;;;;;;;;
2024;9405VD;1;206.200;;;;;;;;;
2024;9411VA;1;21.500;;;;;;;;;
2024;9411XC;1;58.820;;;;;;;;;
2024;9411XD;1;118.240;Portella Hoeve;Eursing 46;Beilen;1068554;;;;;
2024;9414TN;1;16.520;;;;;;;;;
2024;9422CH;1;72.400;;;;;;;;;
2024;9431BZ;1;343.000;;;;;;;;;
2024;9443PA;1;473.580;;;;;;;;;
2024;9443TJ;2;722.060;Boerderijcamping Roeloomskamp;Hoofdstraat 10;Schoonloo;4050349;;;;;
2024;9443TL;2;120.200;Maatschap Mj En G Lensing;Elperstraat 9;Schoonloo;1163941;;;;;
2024;9445XH;1;100.000;A Somer;Vredenheim 3;Vredenheim;71556176;;;;;
2024;9447TW;1;139.500;;;;;;;;;
2024;9457TA;1;794.120;Marcel Hauber Trotting Stable Bv;Deurze 23;Deurze;4078457;;;;;
2024;9457TB;1;195.000;;;;;;;;;
2024;9458TA;1;24.000;Stal Dolfing;Balloo 13;Balloo;1174280;;;;;
2024;9462PN;1;503.800;Manege Gasselte Cv;Lutkenend 19 a;Gasselte;4029215;;;;;
2024;9481AV;1;949.700;R Meijer;Verlengde Noordenveldweg 3;Vries;51795515;;;;;
2024;9497PS;1;73.260;Dba Stables;Zuideinde 10;Donderen;62026453;;;;;
2024;9497TE;1;333.460;Stal En Erf;Scheperijen 1;Donderen;77388119;;;;;
2024;9502CB;1;442.020;;;;;;;;;
2024;9503RL;1;41.180;;;;;;;;;
2024;9525TC;1;65.080;Petronellahoeve;Noorderstraat 46;Drouwenerveen;1142125;;;;;
2024;9525TJ;1;9.010;;;;;;;;;
2024;9525TK;1;147.160;Oosterhoeve;Zuideind 8 A;Drouwenerveen;71290362;;;;;
2024;9528TA;1;418.340;;;;;;;;;
2024;9531TE;2;786.900;Ist En Pensionstal Beekdal;Strengenweg 11;Borger;57171491;;;;;
2024;9536PG;1;109.280;;;;;;;;;
2024;9561CS;1;261.600;;;;;;;;;
2024;9564PC;1;241.300;;;;;;;;;
2024;9584TH;1;213.280;;;;;;;;;
2024;9591TS;1;95.300;;;;;;;;;
2024;9602VT;1;65.740;Stalhouderij En Manege Nieboer Bv;van der Duyn v Maasdamwg 274 a;Hoogezand;59496428;;;;;
2024;9605PP;1;551.500;;;;;;;;;
2024;9608PB;1;264.600;;;;;;;;;
2024;9614AE;2;918.040;Mts Heringa;Hoofdweg 183;Harkstede GN;52208044;;;;;
2024;9622PE;1;170.000;;;;;;;;;
2024;9627PA;1;207.700;;;;;;;;;
2024;9651AB;1;35.560;;;;;;;;;
2024;9658PG;1;168.280;;;;;;;;;
2024;9660;1;24.700;;;;;;;;;
2024;9661TJ;1;1.066.380;F Ten Seldam;Höchterweg 3;Alteveer;56476558;;;;;
2024;9663SN;1;349.380;;;;;;;;;
2024;9672TC;1;424.600;;;;;;;;;
2024;9675TA;1;675.120;;;;;;;;;
2024;9675TT;2;1.027.500;;;;;;;;;
2024;9684EM;1;225.400;;;;;;;;;
2024;9723AT;1;168.820;;;;;;;;;
2024;9745CP;1;220.600;;;;;;;;;
2024;9745EM;2;1.270.040;Mts De Groene Weide Paardenopfokbedrijf;Aduarderdiepsterweg 17;Groningen;68215878;;;;;
2024;9755PA;1;213.000;;;;;;;;;
2024;9765EM;1;374.460;Manegefokstal De Marsch;Hooiweg 200;Paterswolde;57899150;;;;;
2024;9781TS;1;130.250;;;;;;;;;
2024;9792TD;1;78.300;;;;;;;;;
2024;9792TK;1;250.100;;;;;;;;;
2024;9795TA;1;71.200;;;;;;;;;
2024;9797TA;1;255.480;;;;;;;;;
2024;9800;1;89.320;;;;;;;;;
2024;9821TB;1;287.000;Manege Stal De Wijk;Kuzemerweg 18 A;Oldekerk;2078116;;;;;
2024;9821TE;1;919.680;Stoeterij T Oosterzand;Zandumerweg 23;Oldekerk;71828362;;;;;
2024;9821TG;1;363.420;;;;;;;;;
2024;9824PE;1;225.500;;;;;;;;;
2024;9824TC;1;8.000;;;;;;;;;
2024;9831;1;19.400;;;;;;;;;
2024;9832TE;1;445.000;;;;;;;;;
2024;9863TP;1;208.860;;;;;;;;;
2024;9864TE;1;77.848;Opfokbedrijf On Y Va;Snipperij 3;Kornhorn;1150063;;;;;
2024;9865VN;1;412.850;Eloma Hoeve;Parkweg 9;Opende;78097452;;;;;
2024;9865VX;1;204.460;;;;;;;;;
2024;9866TN;1;30.000;;;;;;;;;
2024;9880;1;37.320;;;;;;;;;
2024;9910;1;25.840;;;;;;;;;
2024;9931BT;1;1.307.300;;;;;;;;;
2024;9940;1;430.760;;;;;;;;;
2024;9944AA;1;294.820;;;;;;;;;
2024;9944BW;1;106.240;;;;;;;;;
2024;9945RC;1;389.200;Maatschap Bosma Boonstra;Meerweg 3;Wagenborgen;1154528;;;;;
2024;9951TR;2;439.320;Stal Homan;Klein Garnwerd 4;Winsum;1171752;;;;;
2024;9967TK;1;1.699.700;Sijbrand Iwema Flevo Farm;Oosterweg 1;Eenrum;75757095;;;;;
2024;9973TB;1;170.000;Maatschap K Van Der Lei;Vlakkeriet 5;Houwerzijl;1151780;;;;;
2024;9975VZ;1;391.080;;;;;;;;;
2024;9981ND;1;383.660;;;;;;;;;
2024;9989EK;1;121.600;;;;;;;;;
2024;9990;1;393.620;;;;;;;;;
2024;9991;1;815.300;;;;;;;;;
2024;9995NC;1;49.000;Pensionstal Van Vliet;Bredeweg 27;Kantens;65486404;;;;;
